Origin,Dest,count
SFO,LAX,5167
LAX,SFO,5087
LAX,LAS,4480
LAS,LAX,4301
LAX,PHX,3912
PHX,LAX,3720
LGA,ORD,3663
ORD,LGA,3546
ORD,MSP,3418
MSP,ORD,3387
HOU,DAL,3299
PHX,LAS,3265
LAS,PHX,3191
DAL,HOU,3033
LAX,ORD,2929
LAX,JFK,2917
ATL,DFW,2901
EWR,ORD,2895
DFW,ATL,2882
BOS,LGA,2873
ORD,LAX,2866
JFK,LAX,2865
ORD,DFW,2859
LGA,BOS,2828
ORD,EWR,2801
DFW,ORD,2767
ORD,ATL,2703
ORD,DCA,2646
BOS,DCA,2636
ATL,ORD,2634
OAK,LAX,2634
DCA,ORD,2621
ATL,LGA,2609
SAN,LAX,2608
DCA,BOS,2596
LAX,SEA,2567
LGA,ATL,2563
BOS,ORD,2559
ORD,BOS,2554
SAN,PHX,2550
LAX,SAN,2525
PHX,SAN,2516
LAX,OAK,2495
SEA,LAX,2483
SFO,SEA,2472
LGA,DCA,2462
DCA,LGA,2458
SEA,SFO,2445
PHL,ORD,2422
DFW,IAH,2414
ATL,MCO,2411
DEN,DFW,2406
LAX,SJC,2394
IAH,DFW,2390
SJC,LAX,2374
DFW,DEN,2369
MCO,ATL,2339
ORD,PHL,2327
DTW,ORD,2316
DFW,LAX,2287
ORD,SFO,2255
DEN,PHX,2250
ORD,DTW,2234
LAX,DEN,2231
DEN,LAX,2218
PHX,DEN,2215
PHL,ATL,2199
SFO,SAN,2195
SEA,ANC,2187
ATL,EWR,2187
BOS,PHL,2175
DEN,ORD,2174
ANC,SEA,2170
HNL,OGG,2166
LAX,DFW,2147
SFO,LAS,2124
SAN,SFO,2116
DEN,SLC,2105
OGG,HNL,2091
EWR,ATL,2089
ORD,DEN,2075
SFO,ORD,2073
SLC,DEN,2072
PHL,BOS,2068
MIA,ATL,2044
ATL,TPA,2040
ATL,MIA,2031
TPA,ATL,2025
PHX,ONT,2020
LAS,SFO,2007
ONT,PHX,2003
JFK,SFO,2001
EWR,BOS,2001
SAT,DFW,2000
DCA,ATL,1986
ATL,DCA,1969
AUS,DFW,1966
ATL,PHL,1959
ATL,CLT,1958
ATL,FLL,1953
BOS,EWR,1948
SFO,JFK,1941
DFW,SAT,1933
DFW,AUS,1933
CLT,ATL,1930
FLL,ATL,1907
ABQ,PHX,1875
DEN,LAS,1873
DFW,PHX,1873
DFW,LGA,1865
LAS,DEN,1854
HNL,LAX,1847
SLC,PHX,1841
PHX,ABQ,1836
IAH,ORD,1812
ORD,IAH,1800
ATL,DTW,1774
LGA,DFW,1754
DTW,ATL,1750
DEN,SFO,1742
MSP,DEN,1739
SFO,DEN,1738
ORD,PHX,1738
PHX,DFW,1731
LAS,SAN,1726
ATL,BWI,1724
LAX,HNL,1721
DEN,MSP,1718
LAX,SMF,1718
OAK,BUR,1717
SMF,LAX,1711
SAN,LAS,1710
PHX,SFO,1701
ORD,CVG,1689
EWR,MCO,1687
PHX,SLC,1686
CLE,ORD,1679
CVG,ORD,1670
PHX,ORD,1668
STL,ORD,1666
ATL,BOS,1661
BWI,ATL,1660
SFO,PHX,1659
IAH,ATL,1656
MCO,EWR,1650
DEN,SEA,1649
ORD,CLE,1649
BUR,OAK,1639
ORD,STL,1637
MSY,HOU,1630
SEA,DEN,1629
HOU,MSY,1622
SEA,ORD,1608
BOS,ATL,1607
SFO,DFW,1606
ATL,RDU,1592
ATL,JAX,1583
LAX,SLC,1583
CLT,ORD,1581
ORD,SEA,1577
DFW,SFO,1575
SFO,PDX,1568
LAS,DFW,1563
SLC,LAX,1561
ORD,CLT,1559
ATL,IAH,1558
PHL,MCO,1544
PDX,SFO,1539
ATL,DEN,1536
LGA,MIA,1533
DEN,ATL,1526
IAH,DEN,1524
DFW,LAS,1521
ATL,MEM,1519
MSP,ATL,1519
DEN,IAH,1514
RDU,ATL,1509
JAX,ATL,1505
SAT,DAL,1504
PIT,ORD,1502
MCO,PHL,1501
SAN,OAK,1494
HNL,LIH,1488
ATL,LAX,1488
DAL,SAT,1482
AUS,DAL,1479
DAL,AUS,1476
MIA,LGA,1472
OAK,SEA,1470
LAS,ORD,1463
MSP,DTW,1462
ATL,MSP,1462
ATL,MSY,1456
LAX,ATL,1450
BOS,BWI,1448
CLT,LGA,1448
LIH,HNL,1446
OAK,SAN,1445
ORD,LAS,1443
DFW,STL,1438
IAD,ATL,1437
MDW,STL,1436
BWI,BOS,1427
ORD,PIT,1426
MEM,ATL,1419
JFK,BOS,1411
ATL,PIT,1409
SLC,LAS,1408
MIA,ORD,1401
SNA,SFO,1400
LAS,SLC,1400
SJC,SAN,1398
STL,MDW,1397
MDW,DTW,1395
DCA,DFW,1393
SFO,SNA,1388
SAN,SJC,1383
ATL,IAD,1380
BUR,LAS,1379
DTW,MSP,1378
DFW,DCA,1376
LAS,BUR,1376
DTW,MDW,1375
STL,ATL,1375
ATL,STL,1373
EWR,LAX,1369
HNL,KOA,1367
PHX,ELP,1365
SEA,OAK,1363
PHX,SEA,1362
MSY,ATL,1361
ELP,PHX,1357
ORD,MIA,1355
LGA,DTW,1352
MDW,MCI,1352
LGA,CLT,1347
BOS,JFK,1345
MCI,MDW,1344
SNA,PHX,1343
PHX,SNA,1343
EWR,CLT,1336
DTW,EWR,1334
SEA,PHX,1334
LAS,SEA,1332
SNA,SJC,1330
CLT,EWR,1329
DTW,LGA,1329
LAX,EWR,1327
SJC,SNA,1326
PDX,LAX,1322
LAX,IAH,1320
DFW,MSP,1320
TUS,PHX,1319
ORD,CMH,1318
MSY,IAH,1317
IAH,MSY,1312
STL,DFW,1312
KOA,HNL,1311
JFK,MCO,1310
EWR,DFW,1302
PBI,ATL,1301
SJU,JFK,1301
IAH,LAX,1301
SMF,SAN,1298
ORD,MCI,1297
PIT,ATL,1297
LAS,RNO,1294
EWR,DTW,1292
MCO,DFW,1286
SEA,LAS,1285
MIA,DFW,1280
RNO,LAS,1280
IAD,LAX,1272
DFW,SAN,1271
DTW,DFW,1270
LAX,PDX,1267
MSP,DFW,1259
DFW,MIA,1259
PHX,TUS,1258
ATL,PBI,1258
BOS,DFW,1257
MCO,JFK,1254
DFW,CLT,1251
DFW,MCO,1249
ORD,MCO,1245
MCI,ORD,1235
MSP,PHX,1235
DFW,SEA,1234
RSW,ATL,1233
LGA,FLL,1230
DFW,PHL,1230
ORD,IND,1229
ATL,RSW,1229
JFK,SJU,1225
PHL,DFW,1223
CHS,ATL,1222
PDX,SEA,1222
SJC,SEA,1220
CLT,DFW,1217
LAX,IAD,1215
LGA,MCO,1215
OAK,ONT,1213
FLL,LGA,1210
DFW,EWR,1207
DFW,DTW,1205
ATL,CHS,1205
SAN,DFW,1203
BUR,PHX,1203
MCO,ORD,1201
DFW,BOS,1199
BOS,IAD,1198
MCO,BWI,1197
SAN,ORD,1194
FLL,EWR,1194
ATL,MCI,1192
MCI,DFW,1192
ORD,SAN,1192
TUL,DFW,1190
DEN,MCI,1190
MCO,MIA,1190
EWR,FLL,1189
ATL,BHM,1189
SAN,SMF,1184
MCO,LGA,1182
MCI,STL,1181
CMH,ORD,1181
SAN,DEN,1178
OKC,DFW,1177
SEA,GEG,1176
ORD,BNA,1175
STL,MCI,1174
DFW,MCI,1174
MSP,STL,1171
PHX,MSP,1170
DEN,SAN,1167
IAD,BOS,1163
BOS,MCO,1162
SEA,PDX,1161
ORD,BWI,1161
PHL,CLT,1161
ATL,BNA,1161
SEA,DFW,1158
STL,DTW,1158
DTW,STL,1157
BDL,ORD,1156
GEG,SEA,1156
ORD,DSM,1155
DFW,OKC,1154
IND,ORD,1151
DEN,PDX,1150
SFO,EWR,1146
SAT,HOU,1144
SAV,ATL,1143
BNA,ORD,1137
ATL,SAV,1136
SJC,PHX,1136
DFW,SLC,1134
DFW,BNA,1134
DFW,TUL,1132
EWR,SFO,1132
BWI,ORD,1131
ONT,OAK,1130
PHX,SJC,1130
BUR,SFO,1130
SEA,SJC,1129
IAH,AUS,1129
BNA,DFW,1126
OAK,PHX,1126
DFW,SNA,1125
BHM,ATL,1123
SNA,DFW,1122
PHX,BUR,1122
PHX,IAH,1120
DFW,ABQ,1120
MCI,ATL,1113
ELP,DFW,1112
BWI,MCO,1111
BWI,CLT,1110
SLC,DFW,1109
ORD,BUF,1108
MCI,DEN,1108
MIA,DCA,1108
IAH,PHX,1107
HOU,SAT,1105
ATL,PHX,1103
EWR,IAH,1102
IAH,EWR,1101
PHX,OAK,1100
SAT,IAH,1097
OAK,SNA,1097
DCA,MIA,1096
PHX,ATL,1094
STL,MSP,1094
ORD,BDL,1092
PNS,ATL,1084
ORD,SLC,1084
SLC,SFO,1084
IAH,SAT,1082
DFW,ELP,1082
PHL,DTW,1077
BNA,ATL,1075
SFO,SLC,1073
MCO,BOS,1072
CLT,BOS,1069
SNA,OAK,1068
OAK,LAS,1068
CLT,BWI,1067
RIC,ATL,1066
BUF,ORD,1064
LAX,BOS,1064
JFK,MIA,1063
PIT,PHL,1059
DFW,MEM,1057
MSY,DFW,1056
CLT,PHL,1056
AUS,IAH,1056
CVG,ATL,1054
SLC,ORD,1051
MIA,JFK,1049
JFK,FLL,1049
COS,DEN,1047
MIA,MCO,1045
HOU,AUS,1045
ATL,PNS,1044
DFW,MSY,1043
ATL,CAE,1043
ATL,GSO,1042
ONT,SMF,1042
CLE,ATL,1041
DEN,COS,1036
MEM,DFW,1036
DEN,IAD,1035
SFO,BUR,1033
LAS,OAK,1032
HNL,ITO,1032
DTW,PHL,1031
SMF,ONT,1031
DFW,LIT,1029
ORD,GRR,1029
MSP,MDW,1024
ATL,RIC,1024
GRR,ORD,1023
SFO,IAH,1021
PHL,PIT,1021
MIA,EWR,1020
FLL,JFK,1017
AUS,HOU,1017
DCA,EWR,1016
STL,PHX,1016
ATL,HOU,1015
BUR,SMF,1014
ORD,OMA,1013
DSM,ORD,1013
SMF,PHX,1012
ONT,LAS,1011
PHX,STL,1010
LAS,ATL,1009
ITO,HNL,1008
EWR,MIA,1008
BOS,LAX,1008
SEA,SLC,1006
OMA,ORD,1004
GSO,ATL,1003
LGA,CLE,1003
PDX,DEN,1002
SLC,SEA,1001
TUS,LAX,999
IND,ATL,998
ATL,LAS,997
MDW,MSP,997
IAD,SFO,997
TPA,DFW,996
RDU,CLT,995
CLT,MCO,995
CLE,BWI,995
CLE,LGA,994
FAI,ANC,994
TPA,FLL,994
DCA,CLT,994
LAS,SJC,994
PVD,BWI,993
IAH,SFO,992
LAS,SNA,992
PDX,PHX,991
ROC,ORD,991
LIT,DFW,990
BOS,CLT,990
SJC,PDX,989
SMF,SEA,989
PHX,SMF,989
GSP,ATL,988
FLL,TPA,987
EWR,DEN,986
ABQ,DEN,985
CLT,PIT,985
CLT,RDU,985
BWI,PVD,984
ORD,MEM,984
EWR,DCA,983
SJC,LAS,980
SNA,LAS,979
MCO,DTW,979
DEN,EWR,978
ATL,CLE,977
ANC,FAI,976
BOS,SFO,976
MDW,CLE,975
IAH,MIA,975
DFW,TPA,975
LGA,RDU,974
LGA,IAH,974
SMF,BUR,973
RDU,ORD,972
PHX,PDX,971
CAE,ATL,970
ABQ,DFW,970
CLE,MDW,969
IAH,LGA,968
SEA,SMF,966
CLT,DCA,964
ORD,MKE,963
LAS,ONT,962
SJU,MIA,961
DTW,DCA,961
ORD,ROC,960
IAD,ORD,959
HOU,ATL,959
BOS,DTW,958
LAX,TUS,957
ATL,CVG,955
MSP,LGA,955
DTW,BOS,953
MKE,ORD,952
IAD,DEN,952
ORD,IAD,952
MIA,SJU,950
SFO,BOS,948
DEN,STL,944
ATL,CMH,943
PIT,CLT,941
MIA,IAH,941
HOU,DFW,940
LGA,DEN,940
DCA,DTW,938
ATL,MDW,937
ATL,GSP,936
CLT,DTW,936
TUS,DFW,936
DTW,MCO,935
ATL,SLC,933
TPA,CLT,933
PHX,DTW,932
PDX,SJC,930
DEN,ABQ,929
MCO,CLT,929
SFO,ATL,929
ORD,RDU,929
ATL,IND,929
HSV,ATL,928
DEN,LGA,927
DFW,TUS,926
ORF,ATL,924
BNA,DTW,923
BWI,DTW,918
HNL,SFO,917
LGA,PBI,916
LAS,JFK,915
LAX,FAT,915
RDU,LGA,914
SFO,HNL,914
SJC,BUR,913
ATL,SFO,912
HOU,STL,912
LGA,MSP,912
ATL,SAT,911
CLT,TPA,911
SNA,DEN,906
MSN,ORD,904
DEN,DTW,901
MSP,MKE,900
BWI,CLE,900
DFW,HOU,897
ATL,SDF,895
STL,DEN,894
JFK,LAS,893
ORD,SNA,892
DTW,CLT,892
SNA,ORD,891
DEN,SNA,890
DTW,BNA,890
SDF,ATL,890
MDW,BNA,890
MDW,ATL,889
MIA,CLT,889
FAT,LAX,886
DFW,CVG,886
BUR,SJC,885
ATL,HSV,885
BNA,MDW,882
OAK,PDX,882
SEA,SAN,880
LAS,SMF,879
STL,HOU,877
DAL,LBB,877
CLT,IAH,877
EWR,MSP,876
TPA,PHL,875
IAH,CLT,875
HOU,HRL,874
OMA,DEN,874
SMF,DEN,872
PDX,ORD,871
DTW,BWI,869
ATL,ORF,869
DTW,PHX,869
PDX,OAK,868
MEM,ORD,866
PHX,MCI,866
DTW,DEN,865
MSP,EWR,865
FLL,PHL,864
AUS,PHX,864
CMH,ATL,864
ORD,PDX,863
SMF,LAS,861
SJC,DEN,860
CLT,MIA,858
SEA,MSP,858
SLC,PDX,858
ATL,TYS,857
IAD,MCO,857
ATL,MKE,856
SAT,ATL,850
DEN,SMF,846
MOB,ATL,846
DFW,SHV,846
HRL,HOU,845
SLC,ATL,845
SJC,DFW,845
TLH,ATL,843
SFO,IAD,842
PBI,LGA,841
IAD,DFW,841
TYS,ATL,841
DEN,SJC,839
LAX,MSP,839
MKE,MSP,839
MSP,LAX,837
DCA,IAH,834
MSP,SEA,834
MKE,ATL,833
CVG,DFW,832
DEN,PHL,830
ORD,MSN,829
IAH,DCA,827
DFW,FLL,827
SRQ,ATL,826
MCO,IAD,825
RDU,PHL,824
TPA,BWI,824
MCI,PHX,822
EWR,PBI,822
SHV,DFW,821
DFW,SJC,821
DAY,ORD,820
ATL,MOB,820
LAS,IAH,820
SLC,BOI,818
BWI,FLL,817
DCA,MSP,816
PHX,AUS,815
DEN,OMA,813
ONT,DFW,813
PDX,SLC,813
PIT,EWR,812
DCA,MCO,812
LBB,DAL,812
PHL,TPA,810
PHL,RDU,810
ATL,AGS,809
ATL,TLH,809
FLL,DFW,808
ORD,SYR,808
BTR,DFW,807
ATL,SRQ,806
PBI,EWR,803
IAH,LAS,802
SJC,ONT,801
LGA,PIT,801
ORD,AUS,801
LAX,MIA,799
PHL,FLL,797
BOI,SLC,797
EWR,PIT,795
CMH,MDW,795
ORD,TPA,791
DFW,IAD,788
BWI,TPA,786
EWR,CLE,785
AUS,ATL,785
DFW,RDU,781
IAH,MCO,781
MIA,TPA,780
DTW,IAH,780
TPA,EWR,780
SYR,ORD,779
MHT,BWI,779
GRR,DTW,777
MCO,DCA,776
ONT,SJC,775
SAN,SEA,774
RDU,DFW,774
FLL,BWI,772
CLT,FLL,771
ATL,DAY,771
FLL,CLT,771
PDX,LAS,770
MCO,SJU,770
MDW,BWI,769
DFW,ONT,769
IND,DTW,769
SMF,SNA,769
AUS,ORD,768
TUL,DAL,768
PHL,MIA,768
LAS,PDX,768
IAH,DAL,768
OAK,SLC,767
PHL,DEN,767
MIA,LAX,767
EWR,TPA,765
SNA,SMF,765
DFW,BTR,765
SLC,OAK,763
DAY,ATL,762
LAS,MSP,762
JAX,CLT,762
DEN,BOS,762
BWI,MDW,761
DAL,IAH,761
SJC,ORD,761
MSP,IAH,761
RDU,EWR,760
BWI,BNA,759
TPA,ORD,758
LAX,SBA,755
ORD,DAY,754
SFO,MSP,754
MSP,SFO,753
MIA,PHL,753
CLE,EWR,751
CLT,JAX,751
SLC,MSP,747
JAN,ATL,746
DAL,TUL,746
ABQ,LAX,745
MKE,DTW,745
DFW,COS,743
MCO,PIT,742
PHL,MSP,742
PIT,DTW,741
MCO,STL,741
MAF,DAL,741
DTW,PIT,741
SJU,MCO,740
OKC,DEN,740
STL,MCO,739
ATL,JAN,739
SFO,ONT,739
SEA,SNA,738
ATL,MGM,738
TPA,MIA,737
ORD,HPN,737
IAH,PHL,737
MCO,DEN,736
SNA,SEA,736
LAX,PHL,736
EWR,PHX,735
SEA,ATL,735
MCO,IAH,735
MSP,LAS,734
DTW,MKE,733
DAL,ABQ,733
EWR,STL,731
ORD,SJC,731
STL,LGA,730
PIT,LGA,730
DAL,MAF,730
MCI,MSP,729
IAH,DTW,728
DTW,GRR,727
MSP,MEM,727
SBA,LAX,725
MSP,SLC,725
DAL,AMA,725
BDL,ATL,724
DTW,IND,724
AMA,DFW,724
LAS,ABQ,723
MIA,BOS,723
BOS,DEN,721
LAS,DTW,721
BWI,MHT,721
ORD,CID,720
BOS,RDU,719
DEN,MCO,717
MSP,DCA,717
ATL,BDL,715
LAX,ABQ,715
AMA,DAL,713
CVG,EWR,713
DCA,STL,713
STL,EWR,712
OKC,DAL,712
MDW,CMH,712
LGA,STL,712
ABQ,DAL,711
PIT,BOS,711
MGM,ATL,710
MSP,BOS,709
DFW,BWI,709
HPN,ORD,709
PHX,RNO,708
BOS,PIT,708
PHL,IAH,706
ORD,ALB,706
PHL,LAX,705
CID,ORD,705
STL,DCA,704
CLT,RIC,704
DAL,LIT,704
MSP,PHL,704
MCO,FLL,703
DCA,JFK,703
COS,DFW,702
DAB,ATL,701
FLL,MCO,699
LEX,ATL,698
MEM,MSP,697
BWI,DFW,697
RNO,PHX,695
HOU,CRP,695
BWI,BDL,695
BNA,BWI,693
MFE,IAH,693
TPA,LGA,692
LGA,TPA,692
PIT,MCO,691
SBA,SFO,691
IAH,MFE,690
ATL,CHA,689
JAN,DFW,689
IAH,MSP,689
MSP,FAR,688
RIC,CLT,688
PIT,DFW,687
JFK,DCA,686
MDW,DEN,685
CRP,HOU,684
EWR,CVG,684
BOS,MSP,681
LAS,MDW,680
CLE,IAH,679
EWR,RDU,679
MSP,MCI,679
ATL,JFK,678
DFW,JAN,678
AGS,ATL,677
BDL,BWI,677
ORD,TUL,676
ATL,AUS,676
TPA,JFK,676
ONT,SFO,676
ATL,BUF,674
FAR,MSP,672
BOS,MIA,672
STL,BWI,671
DTW,LAS,671
PHL,PHX,671
BUF,ATL,671
RDU,BOS,671
SFO,SBA,671
ATL,BTR,671
SLC,SAN,670
PHX,EWR,670
DFW,AMA,669
DTW,IAD,668
DTW,LAX,668
IAH,CLE,666
DCA,RDU,666
ATL,DAB,666
ICT,ORD,665
DFW,CLE,664
DTW,MEM,663
ALB,ORD,663
LIT,DAL,663
EWR,LAS,662
IAD,CLT,661
ORD,MDT,661
DFW,PIT,660
ORF,CLT,659
CLE,STL,659
FLL,BOS,658
PDX,DFW,658
JFK,TPA,657
LAX,OGG,656
ORD,PVD,656
OKC,ORD,656
CLT,ORF,656
TUL,ORD,655
DAL,OKC,653
CVG,LGA,653
DEN,OKC,653
ATL,LEX,652
BWI,STL,652
DFW,PDX,651
LGA,CMH,650
CMH,LGA,650
DEN,BWI,649
LBB,DFW,649
TUL,STL,649
EWR,BUF,649
BUF,EWR,647
DEN,MDW,647
TPA,IAH,646
DFW,LBB,646
MEM,DTW,646
MCO,LAX,645
JFK,ATL,645
BWI,DEN,643
ORD,MSY,643
DEN,OAK,643
FLL,ORD,643
STL,LAX,642
DEN,BOI,642
CHS,CLT,642
MDT,ORD,642
PHX,SAT,642
ORD,RIC,642
CLE,DFW,640
ORD,SAT,640
SFO,PHL,640
ABQ,LAS,639
PHL,PVD,639
SAN,SLC,639
MDW,LAS,638
PVD,ORD,637
LAX,STL,636
LIT,STL,636
SLC,IAH,635
DFW,CRP,635
ATL,LIT,635
OGG,LAX,634
BOS,FLL,633
CHA,ATL,632
OAK,DEN,632
LIT,ATL,631
EUG,SFO,628
IAD,DTW,627
LAX,MCO,626
ICT,DFW,626
IAH,OKC,626
DAL,MSY,625
ORD,OKC,625
PHX,HOU,624
RDU,DCA,624
BOI,DEN,623
BDL,MCO,623
DTW,CVG,622
MYR,CLT,621
IAH,SEA,621
MSY,DAL,621
IAH,SAN,620
STL,CLE,619
CRP,DFW,619
IAH,SLC,619
TUS,DEN,618
SMF,DFW,617
JFK,RDU,617
CLT,IAD,616
SJU,EWR,615
DTW,TPA,615
IAH,TPA,614
DFW,ICT,614
TPA,DTW,612
MCI,IAH,611
CRP,IAH,611
ATL,SEA,610
RDU,BWI,610
DFW,SMF,610
IAH,TUL,609
OKC,IAH,609
MSP,CLE,609
SMF,PDX,608
LAX,DTW,608
CLT,BNA,607
TUL,DEN,605
IAH,CRP,604
DAL,ELP,603
PHX,PHL,603
ELP,DAL,601
STL,TUL,601
SFO,RNO,601
DFW,IND,599
LAX,RNO,598
CLT,CHS,597
IAH,PIT,597
DFW,XNA,596
ONT,DEN,596
AUS,DEN,596
BWI,RDU,596
DEN,AUS,595
PHL,SFO,594
DTW,MBS,594
BNA,CLT,593
CLT,MYR,593
HOU,BNA,593
STL,LIT,593
MSY,ORD,592
SAT,PHX,592
PDX,SMF,592
SLC,SJC,592
BTR,ATL,591
CLT,STL,590
PIT,IAH,589
MCO,BDL,589
BWI,PIT,589
FSD,MSP,589
SFO,EUG,588
PIT,BWI,588
ORD,ICT,588
EWR,CMH,587
MSN,DTW,587
MSP,OMA,587
IND,DEN,586
MDW,MCO,586
RIC,ORD,586
ABQ,IAH,585
ATL,SJU,584
IND,DFW,584
SEA,IAH,584
CLT,GSO,583
DEN,IND,582
CLE,BOS,581
SAN,ATL,581
RNO,SLC,581
ATL,SAN,581
LAS,EWR,580
TUL,IAH,578
DEN,TUS,578
RNO,LAX,577
DTW,MIA,577
SAT,ORD,577
PHX,JFK,575
PVD,PHL,575
RNO,SFO,574
BOS,CLE,574
SJU,ATL,572
PHL,LAS,571
BUF,JFK,571
CMH,EWR,570
JFK,PHX,570
LAS,PHL,569
CLT,ILM,569
SAN,IAH,569
MFR,SFO,568
IAH,MCI,568
CLE,MSP,568
ATL,GNV,567
ATL,MLB,567
SLC,SMF,566
CLT,DEN,566
MBS,DTW,566
MRY,LAX,566
EWR,SJU,565
BNA,LGA,564
LAS,MCI,564
RDU,JFK,564
ORD,FLL,564
OMA,MSP,563
JFK,BUF,563
MSP,IND,562
MCO,MDW,561
PBI,CLT,561
ATL,CAK,560
CLT,MSP,560
LAS,STL,559
CVG,DTW,558
CLE,DTW,557
JFK,SEA,557
MSP,FSD,556
SJC,SLC,556
CVG,PHL,556
STL,CLT,555
SLC,RNO,555
ILM,CLT,555
STL,OKC,554
GSO,CLT,552
TPA,DCA,552
OMA,STL,550
DEN,TUL,550
MIA,DTW,549
XNA,DFW,549
LGA,BNA,549
MSP,MCO,549
SDF,MDW,548
BNA,HOU,548
STL,SLC,546
MCO,MSY,546
CMH,STL,545
DTW,CLE,545
BOS,IAH,544
MSP,CLT,544
DCA,TPA,544
OKC,STL,543
MCI,LAS,543
ATL,VPS,543
SAT,DEN,542
CLT,LAX,542
CVG,MSP,542
MDW,PHX,541
DCA,CLE,541
LAX,MRY,541
CLT,PBI,540
STL,OMA,540
OMA,PHX,540
TYS,ORD,540
BNA,MCO,540
CLE,DEN,539
GNV,ATL,539
MSY,CLT,539
IDA,SLC,538
LAX,ELP,538
TPA,BOS,537
IAD,LGA,537
BUF,BWI,536
IAH,FLL,536
SDF,STL,535
CLE,CLT,535
OMA,MDW,535
SFO,MFR,534
BOS,TPA,533
LGA,IAD,533
VPS,ATL,532
ORD,TYS,532
